cost_id,facility_id,expense_type,vendor,cost_amount,expense_date,fiscal_year
COST-001588,FAC-0019,HVAC,Castillo-Clark,42100.15,2025-10-31,2024
COST-001589,FAC-0092,Plumbing,Brady-Peterson,35030.69,2025-07-06,2023
COST-001590,FAC-0066,Plumbing,"Kemp, Washington and Hayes",17759.48,2025-10-25,2025
COST-001591,FAC-0040,Electrical,"Cisneros, Harrell and Lambert",36382.0,2025-03-25,2025
COST-001592,FAC-0080,HVAC,Thomas-Reyes,11422.53,2025-10-28,2024
COST-001593,FAC-0100,Plumbing,Mcknight-Miller,36375.12,2025-08-21,2023
COST-001594,FAC-0018,HVAC,Walker PLC,4233.91,2025-11-28,2024
COST-001595,FAC-0084,IT Services,Stewart Inc,23327.11,2025-07-27,2025
COST-001596,FAC-0099,Electrical,Savage Inc,14314.7,2025-04-06,2024
COST-001597,FAC-0038,IT Services,Mason and Sons,36722.45,2024-12-21,2023
COST-001598,FAC-0057,Electrical,Washington LLC,39140.33,2025-03-02,2023
COST-001599,FAC-0079,Plumbing,Rivas PLC,47254.55,2025-03-20,2024
COST-001600,FAC-0026,Electrical,Smith-Mcbride,46007.84,2025-02-15,2025
COST-001601,FAC-0058,IT Services,"Mullen, Reilly and Reed",21452.62,2025-10-08,2024
COST-001602,FAC-0092,IT Services,Jones LLC,17065.07,2025-07-12,2024
COST-001603,FAC-0023,IT Services,"Jarvis, Francis and Lee",32440.32,2025-04-17,2024
COST-001604,FAC-0009,HVAC,Lopez LLC,1422.49,2025-07-06,2025
COST-001605,FAC-0021,Electrical,Johnson-Spears,41086.21,2025-09-26,2025
COST-001606,FAC-0042,IT Services,Carter-Trujillo,27417.25,2025-04-22,2024
COST-001607,FAC-0085,Electrical,Collins-Jimenez,39877.96,2025-04-20,2025
COST-001608,FAC-0008,HVAC,"Koch, Shaw and Heath",6689.07,2025-04-30,2023
COST-001609,FAC-0087,Electrical,Dennis LLC,19600.5,2025-04-26,2025
COST-001610,FAC-0071,IT Services,"Garcia, Hickman and Stewart",1299.62,2025-01-10,2025
COST-001611,FAC-0062,IT Services,"Gill, Lewis and Wright",10304.44,2025-10-14,2023
COST-001612,FAC-0018,HVAC,Cantu-Green,10001.28,2025-10-10,2024
COST-001613,FAC-0016,Plumbing,"Moon, Williams and Doyle",29330.11,2025-04-29,2023
COST-001614,FAC-0018,IT Services,"Arellano, Stanley and Hernandez",40954.9,2025-11-18,2025
COST-001615,FAC-0093,Plumbing,Moore and Sons,32391.36,2025-10-25,2024
COST-001616,FAC-0054,HVAC,Shepherd-Wood,45589.58,2025-05-25,2023
COST-001617,FAC-0011,Plumbing,"Kim, Wyatt and Carr",42305.57,2025-05-25,2025
COST-001618,FAC-0040,HVAC,Fleming-Gonzalez,1176.52,2025-11-28,2023
COST-001619,FAC-0096,HVAC,Robinson Group,22732.44,2025-10-01,2024
COST-001620,FAC-0099,HVAC,Erickson-Payne,28532.9,2025-04-15,2025
COST-001621,FAC-0073,HVAC,Hoffman PLC,43697.7,2025-03-09,2025
COST-001622,FAC-0090,Electrical,Hunter Group,10438.24,2025-03-31,2024
COST-001623,FAC-0056,Plumbing,Tucker Ltd,30011.97,2025-09-01,2025
COST-001624,FAC-0065,IT Services,Ayers Group,19061.47,2025-07-16,2023
COST-001625,FAC-0017,IT Services,Bradshaw-Thompson,37772.79,2025-10-06,2025
COST-001626,FAC-0092,Plumbing,"Phelps, Lee and Salinas",5253.75,2025-12-07,2025
COST-001627,FAC-0071,HVAC,"Mejia, Martin and Gonzales",40092.22,2025-03-09,2024
COST-001628,FAC-0053,Plumbing,Wood-Howard,28549.22,2025-10-06,2024
COST-001629,FAC-0027,HVAC,Miller Ltd,2158.08,2025-03-17,2023
COST-001630,FAC-0100,Plumbing,Wise Ltd,33398.22,2025-03-15,2023
COST-001631,FAC-0050,Plumbing,Griffin LLC,8267.01,2025-07-06,2024
COST-001632,FAC-0051,Plumbing,Frost-Leon,9281.06,2025-07-19,2024
COST-001633,FAC-0029,Plumbing,"Robertson, Anderson and Mcdonald",3274.32,2025-05-03,2023
COST-001634,FAC-0063,HVAC,Smith LLC,49671.82,2025-06-04,2024
COST-001635,FAC-0045,HVAC,Hill-Nelson,48115.58,2025-11-09,2023
COST-001636,FAC-0063,Plumbing,Herrera-Kim,33664.8,2025-09-30,2024
COST-001637,FAC-0097,IT Services,Huff-Huang,30718.39,2025-02-23,2024
COST-001638,FAC-0034,IT Services,"Rose, King and Ramirez",25614.33,2025-10-10,2025
COST-001639,FAC-0055,HVAC,"Jackson, Ward and Boyd",8317.87,2025-08-24,2025
COST-001640,FAC-0037,Plumbing,"Bernard, Gray and Williams",41540.0,2025-05-11,2023
COST-001641,FAC-0040,IT Services,Hodge-Davis,31311.17,2025-01-08,2024
COST-001642,FAC-0001,IT Services,Griffin-Gomez,28971.86,2025-03-05,2025
COST-001643,FAC-0054,Plumbing,Brown-Richards,19215.57,2025-02-17,2024
COST-001644,FAC-0015,HVAC,Lam-Moore,40939.33,2025-05-16,2023
COST-001645,FAC-0054,HVAC,"Rodriguez, Garcia and Bush",37559.62,2025-08-05,2024
COST-001646,FAC-0092,IT Services,"Palmer, Hernandez and Lopez",9048.22,2025-10-25,2023
COST-001647,FAC-0095,Plumbing,"Ross, Ewing and Snyder",35137.45,2025-07-19,2025
COST-001648,FAC-0057,HVAC,Choi-Sanders,12944.29,2025-05-27,2024
COST-001649,FAC-0018,Electrical,Snyder-Brown,6636.42,2025-07-01,2023
COST-001650,FAC-0039,IT Services,Cook-Miller,43446.96,2025-10-18,2025
COST-001651,FAC-0048,Electrical,"Middleton, Chang and Stevens",9383.72,2025-08-09,2023
COST-001652,FAC-0038,IT Services,Torres PLC,23127.31,2025-08-15,2025
COST-001653,FAC-0090,Electrical,"Miles, Malone and Carlson",14415.04,2025-02-25,2024
COST-001654,FAC-0064,IT Services,Johnson and Sons,42912.68,2025-10-15,2023
COST-001655,FAC-0048,Electrical,"Thompson, Bell and Reyes",43214.54,2025-03-04,2024
COST-001656,FAC-0090,Electrical,"Jackson, Peterson and Fritz",23001.88,2025-12-13,2023
COST-001657,FAC-0030,HVAC,"Hansen, Vasquez and Torres",4771.0,2025-07-01,2024
COST-001658,FAC-0072,HVAC,Barrett-Fisher,38731.15,2025-08-21,2023
COST-001659,FAC-0057,HVAC,"Oconnor, Reynolds and Benjamin",34701.43,2025-03-13,2025
COST-001660,FAC-0090,Plumbing,Flores-Guzman,15901.14,2025-02-07,2025
COST-001661,FAC-0051,IT Services,Hernandez-Smith,20070.03,2025-03-16,2025
COST-001662,FAC-0057,Electrical,Martin Group,19831.67,2025-02-08,2024
COST-001663,FAC-0081,HVAC,"Smith, Armstrong and Atkinson",33578.03,2025-01-08,2025
COST-001664,FAC-0055,HVAC,"Shields, Howard and Harvey",316.78,2025-08-23,2023
COST-001665,FAC-0018,HVAC,"Barnes, Anderson and Wilson",1450.62,2025-05-14,2023
COST-001666,FAC-0093,Plumbing,Allen-Hendrix,25218.65,2025-07-05,2024
COST-001667,FAC-0017,IT Services,"Chapman, Gonzalez and Sherman",40873.63,2025-03-05,2025
COST-001668,FAC-0027,HVAC,"Black, Combs and Thomas",49643.28,2025-05-23,2023
COST-001669,FAC-0055,IT Services,Andrews-Vargas,33817.18,2025-07-13,2024
COST-001670,FAC-0003,HVAC,Pennington PLC,46931.39,2025-07-01,2025
COST-001671,FAC-0070,IT Services,Wilson-Thomas,24988.39,2025-06-24,2025
COST-001672,FAC-0082,Electrical,"Coleman, Jones and Hernandez",34895.86,2025-05-04,2024
COST-001673,FAC-0002,Plumbing,Johnson-Gregory,32041.74,2025-01-22,2024
COST-001674,FAC-0078,Plumbing,Acosta LLC,44543.56,2025-05-10,2025
COST-001675,FAC-0018,Electrical,Turner and Sons,28158.33,2025-09-02,2024
COST-001676,FAC-0054,Plumbing,Reed Ltd,28456.14,2025-12-05,2023
COST-001677,FAC-0015,HVAC,"Nguyen, Salinas and Schmidt",7364.01,2025-07-08,2025
COST-001678,FAC-0048,Electrical,Clark Inc,45414.03,2025-12-12,2023
COST-001679,FAC-0048,Electrical,Bailey-West,41261.02,2025-04-16,2023
COST-001680,FAC-0010,Electrical,Jones and Sons,44956.21,2025-10-25,2024
COST-001681,FAC-0051,Electrical,Warren Group,23812.15,2025-08-28,2025
COST-001682,FAC-0092,Electrical,"Smith, Carter and Gallegos",27090.58,2025-11-21,2023
COST-001683,FAC-0028,Electrical,Valentine LLC,14363.48,2025-09-20,2025
COST-001684,FAC-0009,Electrical,Ramirez Inc,14164.09,2025-06-03,2024
COST-001685,FAC-0031,Electrical,Kelly-Stewart,17493.69,2025-07-26,2024
COST-001686,FAC-0066,Plumbing,Phillips-Spears,3884.8,2025-01-21,2023
COST-001687,FAC-0043,HVAC,Guzman LLC,26169.79,2025-10-09,2025
COST-001688,FAC-0014,Plumbing,Carey-Moore,25801.07,2025-04-21,2023
COST-001689,FAC-0062,Plumbing,Hammond-Robbins,22958.27,2025-12-11,2024
COST-001690,FAC-0065,Electrical,"Green, Avila and Bright",9934.54,2025-09-16,2025
COST-001691,FAC-0082,Electrical,"Simmons, Hobbs and Shaw",5245.15,2025-01-04,2024
COST-001692,FAC-0067,Plumbing,"Smith, Phillips and Benton",19133.52,2025-01-26,2024
COST-001693,FAC-0015,IT Services,Mcdonald-Beltran,42055.67,2025-06-22,2024
COST-001694,FAC-0071,Plumbing,Hartman Inc,1900.98,2025-10-07,2025
COST-001695,FAC-0005,HVAC,Blevins-Andrade,44440.01,2025-07-02,2025
COST-001696,FAC-0014,IT Services,Hawkins-Carrillo,44883.14,2025-05-08,2025
COST-001697,FAC-0089,HVAC,Martin Ltd,24238.27,2025-11-11,2023
COST-001698,FAC-0056,Electrical,"Walter, Sullivan and Parker",5424.48,2025-11-19,2025
COST-001699,FAC-0050,IT Services,Baker-Snyder,49049.54,2025-08-14,2025
COST-001700,FAC-0055,Electrical,Hartman-Harris,4350.85,2025-11-05,2025
COST-001701,FAC-0061,IT Services,"Martinez, Gregory and Hall",21983.18,2025-07-27,2025
COST-001702,FAC-0095,HVAC,Blair-Larson,33233.38,2025-06-06,2023
COST-001703,FAC-0053,Electrical,Scott and Sons,23876.87,2025-10-02,2023
COST-001704,FAC-0093,Plumbing,Wilson Inc,43255.39,2025-01-21,2024
COST-001705,FAC-0069,HVAC,Marquez-Hernandez,18808.71,2025-04-30,2024
COST-001706,FAC-0046,Electrical,Ryan-Steele,29444.32,2025-03-27,2024
COST-001707,FAC-0042,IT Services,Reeves PLC,35308.9,2025-11-22,2025
COST-001708,FAC-0048,HVAC,Collins and Sons,18300.83,2025-11-23,2023
COST-001709,FAC-0032,HVAC,"Madden, Johnson and May",14186.2,2025-07-07,2024
COST-001710,FAC-0052,HVAC,"Rose, Hardy and Walker",4803.79,2025-04-13,2025
COST-001711,FAC-0062,Plumbing,"Thomas, Riggs and Allen",28021.95,2025-09-27,2023
COST-001712,FAC-0088,Plumbing,"Smith, Scott and Zimmerman",27017.35,2025-05-30,2024
COST-001713,FAC-0055,IT Services,Butler-Green,27447.85,2025-08-08,2025
COST-001714,FAC-0027,Electrical,Warren Group,40757.88,2025-06-17,2023
COST-001715,FAC-0001,HVAC,Harvey LLC,39455.79,2025-10-22,2024
COST-001716,FAC-0027,HVAC,Rivera LLC,45057.41,2025-01-12,2024
COST-001717,FAC-0023,IT Services,"Brown, Adams and Harris",37722.09,2025-09-13,2024
COST-001718,FAC-0076,HVAC,Schmidt Inc,12826.81,2025-10-25,2023
COST-001719,FAC-0082,Plumbing,"Reed, Tran and Humphrey",40569.21,2025-11-18,2025
COST-001720,FAC-0008,HVAC,Lowe-Frank,16064.77,2025-01-28,2025
COST-001721,FAC-0048,Plumbing,White-Werner,21380.81,2025-09-05,2023
COST-001722,FAC-0001,IT Services,"Harris, Collier and Mitchell",40927.4,2025-05-08,2023
COST-001723,FAC-0069,IT Services,"Bryan, Vincent and Henderson",6340.58,2025-10-19,2025
COST-001724,FAC-0002,IT Services,Alvarado PLC,38299.73,2025-09-19,2023
COST-001725,FAC-0072,HVAC,Chavez Group,47511.54,2024-12-30,2024
COST-001726,FAC-0061,IT Services,"Barber, Vasquez and Holmes",46000.71,2024-12-28,2023
COST-001727,FAC-0016,Plumbing,Mendoza PLC,7096.41,2025-07-07,2023
COST-001728,FAC-0089,IT Services,Sosa-Benson,32658.41,2025-06-14,2024
COST-001729,FAC-0026,Electrical,Pope Ltd,39033.61,2025-03-01,2023
COST-001730,FAC-0002,IT Services,Taylor Inc,45379.26,2025-09-18,2023
COST-001731,FAC-0010,Electrical,Barber-Cooley,41381.29,2025-03-11,2025
COST-001732,FAC-0036,HVAC,Little PLC,9753.76,2025-11-05,2025
COST-001733,FAC-0038,IT Services,Gilmore PLC,10908.66,2025-12-02,2025
COST-001734,FAC-0007,Plumbing,Patterson PLC,36969.08,2025-10-07,2024
COST-001735,FAC-0089,IT Services,Torres-Perez,49274.24,2025-10-28,2023
COST-001736,FAC-0097,IT Services,Griffith-Roberts,46740.31,2025-08-07,2025
COST-001737,FAC-0075,IT Services,Taylor Inc,5505.99,2025-01-26,2024
COST-001738,FAC-0091,IT Services,Kennedy-Sims,17558.36,2025-01-31,2024
COST-001739,FAC-0052,IT Services,Mason-Ortega,20395.31,2025-09-10,2023
COST-001740,FAC-0078,IT Services,Sanchez PLC,26248.36,2025-04-28,2023
COST-001741,FAC-0025,Plumbing,Reed-Gonzales,38971.04,2025-04-13,2023
COST-001742,FAC-0003,Plumbing,"Johnson, Campbell and Harmon",7701.72,2025-09-08,2024
COST-001743,FAC-0018,IT Services,"Smith, Pena and Weiss",34139.32,2025-10-25,2024
COST-001744,FAC-0026,IT Services,Myers LLC,31244.74,2025-08-06,2025
COST-001745,FAC-0024,HVAC,"Holden, Johnston and Perez",41905.65,2025-12-02,2025
COST-001746,FAC-0010,Plumbing,Hughes Inc,12269.47,2025-02-24,2025
COST-001747,FAC-0091,Electrical,Mueller and Sons,22986.87,2025-01-01,2024
COST-001748,FAC-0089,Plumbing,"Chambers, Williams and Dunlap",23964.21,2025-02-27,2023
COST-001749,FAC-0054,Electrical,Anderson LLC,38136.93,2025-10-21,2024
COST-001750,FAC-0064,Electrical,Buckley-Steele,4222.54,2025-08-23,2024
COST-001751,FAC-0005,Electrical,"Schmidt, Green and Rollins",2288.43,2025-07-05,2024
COST-001752,FAC-0091,HVAC,Johnson-Johnson,21011.04,2025-01-21,2023
COST-001753,FAC-0065,Electrical,"Johnson, Young and Roberts",6814.06,2025-05-22,2024
COST-001754,FAC-0072,HVAC,"Knight, Zavala and Horne",33504.29,2025-10-19,2024
COST-001755,FAC-0044,IT Services,Tapia-Martin,43189.5,2025-07-16,2023
COST-001756,FAC-0029,Plumbing,Nolan LLC,14522.22,2025-10-12,2025
COST-001757,FAC-0092,HVAC,Lucero and Sons,17972.02,2025-05-21,2023
COST-001758,FAC-0077,HVAC,Stanley-Jenkins,5479.07,2025-04-01,2025
COST-001759,FAC-0052,IT Services,Martinez-Villarreal,28549.71,2025-05-10,2024
COST-001760,FAC-0050,HVAC,"Jacobs, Walls and Palmer",48517.93,2025-03-12,2025
COST-001761,FAC-0065,IT Services,Barrett Inc,49249.06,2025-04-01,2024
COST-001762,FAC-0037,HVAC,Ortiz-Mcneil,40634.42,2025-10-02,2023
COST-001763,FAC-0027,Electrical,"Hicks, Coleman and Peters",47126.32,2025-01-16,2024
COST-001764,FAC-0089,HVAC,Drake-Alvarado,40882.61,2025-07-31,2024
COST-001765,FAC-0055,Plumbing,Gonzalez Ltd,7398.01,2025-03-07,2025
COST-001766,FAC-0019,Plumbing,Smith PLC,19702.98,2025-11-04,2024
COST-001767,FAC-0034,HVAC,"Ramirez, Lynch and Watson",49426.21,2025-02-21,2024
COST-001768,FAC-0086,HVAC,"Webster, Watts and Morris",14575.9,2025-04-08,2023
COST-001769,FAC-0005,HVAC,Cardenas-Simpson,1137.48,2025-07-03,2024
COST-001770,FAC-0086,Electrical,"Ross, Carter and Fitzpatrick",4409.4,2025-01-15,2025
COST-001771,FAC-0096,IT Services,Duncan-Clark,39516.55,2025-08-02,2024
COST-001772,FAC-0012,Electrical,"Rodriguez, Boone and White",28017.97,2025-06-03,2024
COST-001773,FAC-0036,HVAC,Lopez-Torres,41212.69,2025-11-17,2024
COST-001774,FAC-0015,IT Services,"Ryan, Mckee and Collier",47722.49,2025-11-01,2023
COST-001775,FAC-0094,Electrical,"Preston, Jackson and Lucero",43967.5,2025-10-01,2025
COST-001776,FAC-0093,HVAC,Jones-Martinez,49418.76,2025-01-23,2024
COST-001777,FAC-0054,HVAC,Miller Ltd,19131.33,2025-05-25,2025
COST-001778,FAC-0098,HVAC,Williams Inc,40609.99,2025-06-10,2023
COST-001779,FAC-0008,Electrical,Morgan-Sanders,36146.86,2024-12-28,2025
COST-001780,FAC-0007,HVAC,"Buck, Thomas and Atkins",3391.73,2025-07-21,2024
COST-001781,FAC-0067,Electrical,Chen-Green,36383.21,2025-06-29,2024
COST-001782,FAC-0069,Electrical,"Ramirez, Lopez and Holland",8757.16,2025-05-23,2025
COST-001783,FAC-0030,Plumbing,George-Charles,34981.11,2025-02-19,2024
COST-001784,FAC-0009,Plumbing,"Kent, Campbell and Williams",27233.38,2025-06-23,2025
COST-001785,FAC-0097,HVAC,Price-Rodriguez,31287.17,2025-08-14,2023
COST-001786,FAC-0080,HVAC,"Alvarez, Long and Hoffman",2563.51,2025-06-25,2024
COST-001787,FAC-0091,HVAC,Taylor-Griffith,31704.53,2025-07-04,2024
COST-001788,FAC-0055,Electrical,"Hodges, Robinson and Parker",12197.83,2025-09-11,2024
COST-001789,FAC-0051,HVAC,"Jackson, Wheeler and Thomas",26736.1,2025-07-06,2025
COST-001790,FAC-0004,Electrical,Gonzalez-Gonzalez,7102.49,2025-11-06,2023
COST-001791,FAC-0087,IT Services,Owens-King,26043.65,2025-04-14,2024
COST-001792,FAC-0098,Plumbing,Mahoney-Wilson,39012.51,2025-05-16,2025
COST-001793,FAC-0033,IT Services,Anderson-Wolf,42355.53,2025-09-12,2024
COST-001794,FAC-0092,HVAC,Cole-Mckay,3775.14,2025-04-15,2023
COST-001795,FAC-0005,Plumbing,"Lee, Howard and Johnson",34075.94,2025-04-07,2023
COST-001796,FAC-0087,HVAC,Hill-Miles,517.51,2025-11-08,2025
COST-001797,FAC-0056,IT Services,Lane Group,46500.44,2025-10-02,2025
COST-001798,FAC-0058,Plumbing,Petty and Sons,48938.73,2025-06-09,2023
COST-001799,FAC-0072,Electrical,Stanton-Thomas,37375.1,2025-06-07,2023
COST-001800,FAC-0086,IT Services,"King, Gilmore and Sims",30359.57,2025-03-26,2024
COST-001801,FAC-0053,Plumbing,White-Richardson,32417.18,2025-03-15,2025
COST-001802,FAC-0014,IT Services,"Turner, Horne and Tran",40633.49,2025-11-20,2024
COST-001803,FAC-0062,Electrical,Schaefer Group,25503.45,2025-03-28,2024
COST-001804,FAC-0051,HVAC,Bryant and Sons,32944.28,2024-12-27,2025
COST-001805,FAC-0028,IT Services,Wright-Cruz,46349.16,2025-11-22,2024
COST-001806,FAC-0070,Plumbing,"Stein, Edwards and Ross",1326.28,2025-07-20,2025
COST-001807,FAC-0084,IT Services,"Ramirez, Hunter and Brown",43966.98,2025-02-11,2025
COST-001808,FAC-0021,IT Services,"Peck, Martin and Prince",46223.49,2025-08-28,2023
COST-001809,FAC-0076,HVAC,Thompson-Simon,9285.36,2024-12-14,2024
COST-001810,FAC-0056,IT Services,"Murphy, Moreno and Mullins",25784.69,2025-08-23,2025
COST-001811,FAC-0066,Electrical,Walker LLC,28536.81,2025-07-05,2025
COST-001812,FAC-0025,IT Services,Hughes-Williams,32214.71,2025-06-25,2023
COST-001813,FAC-0051,Plumbing,Johnson-Armstrong,8533.5,2025-01-22,2025
COST-001814,FAC-0083,Electrical,Paul-Hawkins,23243.6,2025-11-11,2025
COST-001815,FAC-0075,HVAC,Poole-Bell,40440.33,2025-10-19,2025
COST-001816,FAC-0069,Electrical,Park-Villanueva,6865.4,2025-04-02,2024
COST-001817,FAC-0080,IT Services,Morgan-Bradshaw,24065.59,2025-05-07,2023
COST-001818,FAC-0056,Plumbing,"Powers, Hill and Burton",48729.12,2025-05-02,2024
COST-001819,FAC-0049,Plumbing,Perkins-Knight,1344.38,2025-08-26,2023
COST-001820,FAC-0072,Plumbing,Durham LLC,47983.64,2025-10-28,2025
COST-001821,FAC-0004,Plumbing,Miller and Sons,1563.38,2025-08-04,2023
COST-001822,FAC-0091,Plumbing,"Burnett, Lucero and Martinez",6327.44,2025-02-15,2024
COST-001823,FAC-0014,IT Services,Bridges-Romero,16550.11,2025-10-05,2025
COST-001824,FAC-0075,HVAC,Gardner and Sons,28625.69,2025-10-31,2023
COST-001825,FAC-0076,Plumbing,"Hendrix, Carr and Walker",43383.39,2025-11-21,2024
COST-001826,FAC-0012,IT Services,Abbott PLC,4105.91,2025-04-05,2023
COST-001827,FAC-0040,IT Services,Mcmillan Inc,2064.95,2025-06-08,2025
COST-001828,FAC-0047,Electrical,"Jones, Padilla and Erickson",317.7,2025-02-25,2025
COST-001829,FAC-0024,Plumbing,Martin PLC,13561.51,2025-10-30,2025
COST-001830,FAC-0082,HVAC,Day-Evans,26190.36,2025-12-10,2024
COST-001831,FAC-0072,IT Services,Wright Group,17544.08,2025-04-04,2024
COST-001832,FAC-0007,HVAC,Brooks-Pennington,32163.77,2025-02-15,2023
COST-001833,FAC-0076,HVAC,Duncan LLC,999.09,2025-06-07,2023
COST-001834,FAC-0094,HVAC,Vang Group,17060.78,2025-06-25,2023
COST-001835,FAC-0009,IT Services,"Bell, Oconnell and Johnson",41797.1,2024-12-28,2023
COST-001836,FAC-0064,Plumbing,"Palmer, Holland and Forbes",8628.68,2025-07-15,2023
COST-001837,FAC-0052,Plumbing,Palmer-Guerra,7546.82,2025-07-29,2023
COST-001838,FAC-0021,HVAC,King-Bennett,42564.01,2025-11-29,2024
COST-001839,FAC-0078,HVAC,"Lawson, Mosley and Ellison",41059.91,2025-08-04,2025
COST-001840,FAC-0072,Electrical,"Arnold, Smith and Thomas",19283.64,2025-04-09,2023
COST-001841,FAC-0002,IT Services,Johnson Group,31983.04,2025-03-15,2023
COST-001842,FAC-0018,Plumbing,Oconnor-Williams,39296.27,2025-04-20,2024
COST-001843,FAC-0084,IT Services,"Davis, Kelly and Nelson",7030.75,2025-01-21,2025
COST-001844,FAC-0074,IT Services,Edwards-Hart,18237.65,2025-02-17,2024
COST-001845,FAC-0095,Plumbing,Davis Inc,49707.7,2025-07-24,2025
COST-001846,FAC-0042,IT Services,Alexander Ltd,44218.07,2025-04-19,2025
COST-001847,FAC-0012,Plumbing,Goodwin-Alvarado,15323.27,2025-11-30,2025
COST-001848,FAC-0077,Plumbing,"Hudson, Melton and Evans",45074.44,2025-11-28,2025
COST-001849,FAC-0100,IT Services,Stewart-Jacobson,12860.04,2025-01-09,2025
COST-001850,FAC-0049,IT Services,"Summers, Jacobs and Thomas",39470.39,2025-10-20,2024
COST-001851,FAC-0083,Plumbing,Harmon-Henson,12732.29,2025-09-29,2024
COST-001852,FAC-0029,Plumbing,Mendez PLC,16582.29,2025-06-20,2023
COST-001853,FAC-0036,IT Services,Lucas PLC,32800.29,2025-08-23,2025
COST-001854,FAC-0069,IT Services,"Evans, Martin and Fischer",17761.4,2025-08-06,2025
COST-001855,FAC-0026,Plumbing,Keller-Bowman,25383.16,2025-01-23,2024
COST-001856,FAC-0072,HVAC,Johnson-Duffy,33101.39,2025-04-17,2024
COST-001857,FAC-0084,IT Services,"Williamson, Reese and Young",31536.05,2025-09-20,2024
COST-001858,FAC-0064,HVAC,Brown-Morrison,21765.41,2025-04-25,2024
COST-001859,FAC-0039,Plumbing,Fitzgerald-Sanchez,12092.84,2025-06-05,2023
COST-001860,FAC-0085,IT Services,"Smith, Williams and Burke",23690.84,2025-11-13,2025
COST-001861,FAC-0061,Electrical,Webster-Baker,46223.15,2025-02-15,2025
COST-001862,FAC-0038,HVAC,"Romero, Leon and Vazquez",8037.5,2025-12-04,2025
COST-001863,FAC-0053,HVAC,Perez-Combs,32878.67,2025-03-09,2025
COST-001864,FAC-0033,Plumbing,Hoffman LLC,12268.37,2025-09-09,2025
COST-001865,FAC-0056,Plumbing,Moss-Thomas,43339.38,2025-07-31,2023
COST-001866,FAC-0046,Electrical,Lewis LLC,38181.63,2025-09-05,2024
COST-001867,FAC-0041,Electrical,Lyons-Rogers,18122.79,2025-09-16,2025
COST-001868,FAC-0005,HVAC,"Wagner, Morrison and Rodriguez",26647.38,2024-12-24,2024
COST-001869,FAC-0060,HVAC,Mcdonald and Sons,36667.54,2025-04-20,2023
COST-001870,FAC-0007,IT Services,"Key, Jones and Koch",9933.98,2025-06-16,2023
COST-001871,FAC-0098,HVAC,Brown-King,28400.51,2025-09-21,2025
COST-001872,FAC-0060,IT Services,Bell-Howe,11441.1,2025-02-14,2025
COST-001873,FAC-0063,HVAC,Morris PLC,42242.36,2025-06-18,2025
COST-001874,FAC-0041,Plumbing,Li Inc,31783.32,2025-07-06,2024
COST-001875,FAC-0086,Electrical,"Hall, Baker and Dawson",12160.29,2025-05-30,2023
COST-001876,FAC-0009,IT Services,"Johnson, Rojas and Green",6971.59,2025-07-04,2025
COST-001877,FAC-0045,Electrical,Wright LLC,17781.93,2025-11-09,2025
COST-001878,FAC-0017,Electrical,"Walker, Duncan and Hood",15064.88,2025-07-07,2024
COST-001879,FAC-0003,HVAC,"Sanford, Brown and Wilcox",47975.13,2025-04-12,2023
COST-001880,FAC-0040,HVAC,"Johnson, Vargas and Williamson",17236.54,2025-05-03,2023
COST-001881,FAC-0018,IT Services,Jones-Rodriguez,29871.59,2024-12-24,2025
COST-001882,FAC-0088,HVAC,"Williams, Chen and Bender",41235.77,2025-01-15,2024
COST-001883,FAC-0080,Plumbing,Sawyer-Garcia,9485.73,2025-08-22,2025
COST-001884,FAC-0093,Electrical,Dominguez-Rodriguez,5672.6,2025-01-09,2023
COST-001885,FAC-0085,Plumbing,"Williams, Thompson and Brown",28847.61,2025-09-12,2024
COST-001886,FAC-0022,IT Services,Pierce-Hernandez,17962.69,2025-08-08,2024
COST-001887,FAC-0034,HVAC,Nguyen and Sons,27612.9,2025-09-27,2025
COST-001888,FAC-0049,HVAC,"Dougherty, Morales and Wiggins",40325.61,2025-02-17,2024
COST-001889,FAC-0015,Electrical,Vasquez and Sons,26226.27,2025-06-29,2024
COST-001890,FAC-0029,HVAC,Williams-Brown,27744.96,2025-04-06,2025
COST-001891,FAC-0045,Plumbing,Krause-Hill,14698.52,2024-12-28,2023
COST-001892,FAC-0034,IT Services,Mahoney-Snyder,48842.28,2025-01-24,2025
COST-001893,FAC-0081,Electrical,Garcia and Sons,29271.56,2025-04-29,2024
COST-001894,FAC-0013,Electrical,"Smith, Jones and Francis",23884.16,2025-10-14,2024
COST-001895,FAC-0045,Plumbing,"Miller, Miller and Cox",15701.96,2025-08-21,2025
COST-001896,FAC-0029,IT Services,Hall Ltd,34957.03,2025-11-18,2024
COST-001897,FAC-0018,IT Services,Parrish-Moore,9405.2,2025-02-06,2023
COST-001898,FAC-0054,IT Services,"Brown, Walters and Jones",10069.84,2025-06-08,2024
COST-001899,FAC-0033,IT Services,West LLC,4863.87,2025-05-04,2023
COST-001900,FAC-0012,Plumbing,"Morales, Vargas and Ortiz",41539.72,2025-12-10,2024
COST-001901,FAC-0055,HVAC,"Powers, Black and Thomas",38076.42,2025-07-18,2024
COST-001902,FAC-0013,HVAC,"Schwartz, Powell and Clark",37687.55,2025-12-04,2023
COST-001903,FAC-0066,Plumbing,"Robertson, Rogers and Bowers",26333.38,2025-08-15,2025
